"cust","sampleid","date","cds","sales"
12752,1223,1997-02-15,1,3.99
12769,1224,1997-02-15,1,12.97
12784,1225,1997-02-15,3,37.51
12798,1226,1997-02-15,1,12.49
12798,1226,1998-06-02,2,32.98
12798,1226,1998-06-11,5,69.95
12798,1226,1998-06-19,2,27.98
12804,1227,1997-02-15,2,31.52
12804,1227,1997-06-29,2,26.93
12804,1227,1997-07-26,3,40.7
12804,1227,1997-08-31,2,28.73
12804,1227,1997-11-04,2,26.98
12804,1227,1998-03-04,2,30.98
12804,1227,1998-05-29,3,32.97
12815,1228,1997-02-15,1,11.77
12833,1229,1997-02-15,1,15.76
12354,1230,1997-02-16,1,15.36
12354,1230,1997-02-21,1,11.97
12354,1230,1997-03-14,1,10.77
12354,1230,1997-03-14,1,14.37
12354,1230,1997-08-16,1,33.37
12354,1230,1997-10-03,2,25.98
12354,1230,1997-11-13,1,9.49
12354,1230,1998-01-09,1,18.49
12354,1230,1998-01-29,3,27.47
12354,1230,1998-04-29,2,24.98
12425,1231,1997-02-16,4,52.87
12547,1232,1997-02-16,1,14.37
12547,1232,1997-04-08,1,12.77
12547,1232,1997-04-29,1,15.36
12547,1232,1997-08-28,1,5.79
12547,1232,1997-10-21,2,26.48
12547,1232,1997-11-28,1,12.49
12547,1232,1998-02-21,2,25.48
12700,1233,1997-02-16,6,86.52
12845,1234,1997-02-16,2,29.33
12845,1234,1997-02-24,1,15.36
12845,1234,1997-03-26,3,43.3
12845,1234,1997-03-29,2,28.93
12845,1234,1997-04-03,2,37.73
12845,1234,1997-04-20,3,40.71
12845,1234,1997-07-10,2,25.74
12845,1234,1997-07-19,3,54.52
12845,1234,1997-07-27,3,54.9
12845,1234,1997-10-19,3,38.97
12845,1234,1998-02-22,5,75.95
12845,1234,1998-03-01,5,98.6
12845,1234,1998-04-04,11,109.89
12845,1234,1998-04-08,1,65.99
12849,1235,1997-02-16,1,14.37
12861,1236,1997-02-16,3,34.31
12861,1236,1997-02-22,1,11.77
12868,1237,1997-02-16,1,24.9
12882,1238,1997-02-16,1,15.96
12882,1238,1998-01-02,6,81.94
12882,1238,1998-05-09,6,82.81
12882,1238,1998-05-10,1,16.49
12882,1238,1998-05-22,1,27.99
12884,1239,1997-02-16,4,62.65
12884,1239,1997-04-06,2,36.33
12884,1239,1997-05-19,3,46.28
12900,1240,1997-02-16,1,12.77
12924,1241,1997-02-16,2,47.98
12924,1241,1998-03-08,1,13.49
12934,1242,1997-02-16,1,12.49
12934,1242,1997-02-22,1,12.97
12934,1242,1997-03-25,1,14.9
12934,1242,1997-04-25,1,12.49
12934,1242,1997-05-10,1,19.55
12934,1242,1997-05-24,1,12.25
12934,1242,1997-05-31,2,18.52
12934,1242,1997-06-07,1,12.25
12934,1242,1997-06-18,1,21
12934,1242,1997-06-24,1,12.25
12934,1242,1997-07-08,1,16.65
12934,1242,1997-09-20,1,12.49
12934,1242,1997-10-19,2,33.98
12934,1242,1997-11-23,1,9.99
12934,1242,1997-12-17,1,9.49
12934,1242,1998-02-14,3,44.97
12934,1242,1998-03-22,1,21.49
12934,1242,1998-04-11,1,12.58
12934,1242,1998-04-18,4,46.47
12934,1242,1998-05-23,3,37.97
12934,1242,1998-05-30,1,20.99
12934,1242,1998-06-16,1,6.49
12940,1243,1997-02-16,1,32.37
12952,1244,1997-02-16,3,39.91
12952,1244,1997-02-25,2,39.74
12953,1245,1997-02-16,3,46.49
12953,1245,1997-02-22,2,31.98
12953,1245,1997-03-11,2,30.95
12953,1245,1997-03-23,4,41.56
12953,1245,1997-07-25,2,36.22
12953,1245,1997-09-03,1,13.72
12953,1245,1997-09-05,1,5.79
12953,1245,1997-09-29,1,11.49
12953,1245,1997-09-30,2,24.98
12953,1245,1997-11-22,1,12.49
12953,1245,1998-01-02,2,24.98
12953,1245,1998-01-27,1,21.49
12953,1245,1998-03-18,3,36.47
12953,1245,1998-04-20,2,34.51
12953,1245,1998-04-21,1,19.49
12957,1246,1997-02-16,4,51.67
12962,1247,1997-02-16,1,15.36
12962,1247,1997-03-13,1,12.77
12973,1248,1997-02-16,2,39.35
12973,1248,1998-05-23,10,122.9
12981,1249,1997-02-16,2,30.72
12981,1249,1997-04-12,2,29.33
12989,1250,1997-02-16,2,28.76
13004,1251,1997-02-16,1,11.77
13023,1252,1997-02-16,3,39.91
13023,1252,1997-04-16,5,66.04
13023,1252,1997-05-29,5,47.1
13023,1252,1997-07-30,2,28.34
13023,1252,1997-10-14,3,41.47
13023,1252,1997-11-08,3,39.47
13028,1253,1997-02-16,3,36.31
13041,1254,1997-02-16,1,17.97
13052,1255,1997-02-16,1,13.97
13052,1255,1998-01-20,3,41.97
13052,1255,1998-04-15,1,11.49
13052,1255,1998-05-04,4,64.35
13052,1255,1998-06-10,3,33.95
13068,1256,1997-02-16,1,11.99
13068,1256,1997-02-16,1,9.77
13083,1257,1997-02-16,1,10.77
13085,1258,1997-02-16,3,32.92
13085,1258,1997-04-15,10,84.96
13085,1258,1997-05-14,7,77.01
13085,1258,1997-05-27,7,72.2
13093,1259,1997-02-16,4,104.72
13093,1259,1997-03-08,3,51.73
13093,1259,1997-10-05,4,66.96
13093,1259,1998-01-08,6,79.44
13093,1259,1998-02-28,4,48.94
13093,1259,1998-03-16,3,93.97
13093,1259,1998-03-25,5,59.45
13093,1259,1998-06-10,6,91.92
13098,1260,1997-02-16,1,11.77
13103,1261,1997-02-16,1,14.79
13103,1261,1997-07-05,1,13.77
13122,1262,1997-02-16,2,46.36
13122,1262,1997-02-22,2,26.66
13122,1262,1997-04-06,3,52.9
13122,1262,1997-05-05,1,25.77
13122,1262,1997-06-15,10,158.44
13122,1262,1997-07-20,1,59.99
13122,1262,1997-08-10,2,119.98
13123,1263,1997-02-16,1,15.36
13128,1264,1997-02-16,1,11.77
13128,1264,1997-05-03,1,11.97
13128,1264,1997-07-16,1,13.97
13128,1264,1997-12-28,2,27.98
13128,1264,1998-01-26,1,13.99
13128,1264,1998-04-09,1,14.49
5844,1265,1997-02-17,4,66.96
5844,1265,1997-06-27,2,30.6
5844,1265,1997-10-03,2,30.6
12853,1266,1997-02-17,2,30.72
12853,1266,1997-02-18,1,6.79
13141,1267,1997-02-17,2,33.4
13142,1268,1997-02-17,2,23.94
13142,1268,1997-03-09,1,8.78
13150,1269,1997-02-17,1,13.97
13150,1269,1997-02-22,1,14.96
13158,1270,1997-02-17,2,40.09
13168,1271,1997-02-17,1,22.77
13168,1271,1997-03-20,1,11.77
13168,1271,1997-03-20,1,14.79
13168,1271,1997-05-05,3,47.13
13168,1271,1997-05-11,1,14.37
13168,1271,1997-10-26,1,13.99
13168,1271,1997-11-25,1,11.49
13168,1271,1998-03-14,1,13.99
13182,1272,1997-02-17,2,29.98
13182,1272,1997-05-04,3,43.7
13182,1272,1997-06-28,2,28.34
13182,1272,1997-10-27,4,54.96
13182,1272,1998-02-14,2,31.48
13188,1273,1997-02-17,2,26.56
13202,1274,1997-02-17,1,13.97
13220,1275,1997-02-17,4,89.74
13224,1276,1997-02-17,1,16.7
13224,1276,1997-02-19,4,61.67
13224,1276,1997-03-06,3,46.17
13234,1277,1997-02-17,1,18.99
13234,1277,1997-04-09,1,18.99
13242,1278,1997-02-17,2,28.47
13242,1278,1997-06-08,2,29.73
13243,1279,1997-02-17,1,13.97
13243,1279,1997-10-13,1,16.49
13257,1280,1997-02-17,1,14.79
13284,1281,1997-02-17,1,11.77
13322,1282,1997-02-17,1,15.96
13330,1283,1997-02-17,3,58.95
13330,1283,1997-02-23,1,17.76
13330,1283,1997-02-24,1,17.76
13330,1283,1997-02-27,1,14.37
13339,1284,1997-02-17,1,15.36
13339,1284,1997-03-27,1,14.96
13339,1284,1997-04-16,1,12.97
13343,1285,1997-02-17,3,44.69
13350,1286,1997-02-17,1,26.99
13350,1286,1997-02-21,1,11.77
13350,1286,1997-03-18,1,16.36
13350,1286,1997-07-01,1,14.79
13357,1287,1997-02-17,2,31.72
13372,1288,1997-02-17,1,15.96
13372,1288,1998-05-31,4,50.73
13375,1289,1997-02-17,3,60.97
13375,1289,1997-04-02,1,25.37
13386,1290,1997-02-17,3,49.97
13386,1290,1997-02-25,4,69.96
13386,1290,1997-04-21,6,93.24
13386,1290,1997-08-08,4,86.33
13386,1290,1997-08-09,2,24.98
13386,1290,1997-10-23,2,48.98
13386,1290,1997-11-09,1,19.49
13386,1290,1997-11-13,8,114.92
13386,1290,1997-11-18,6,127.94
13386,1290,1997-12-09,2,26.48
13386,1290,1998-02-02,2,36.98
13386,1290,1998-03-02,2,24.98
13386,1290,1998-04-26,1,11.49
13386,1290,1998-05-06,1,18.49
13386,1290,1998-05-06,1,11.49
13386,1290,1998-05-27,2,78.98
13386,1290,1998-06-02,1,66.99
13386,1290,1998-06-23,3,63.47
13391,1291,1997-02-17,1,14.79
13403,1292,1997-02-17,3,36.11
13403,1292,1997-03-17,2,17.74
13403,1292,1997-04-15,1,10.77
13403,1292,1997-05-12,3,39.7
13403,1292,1997-05-29,2,26.94
13403,1292,1997-08-19,1,10.77
13403,1292,1997-09-20,1,12.99
13403,1292,1997-10-26,1,9.49
13403,1292,1997-11-09,2,35.98
13403,1292,1997-12-17,2,28.98
13403,1292,1998-02-08,3,39.55
13403,1292,1998-03-05,3,35.85
13403,1292,1998-03-25,3,43.47
13403,1292,1998-04-01,3,34.86
13403,1292,1998-04-08,2,24.98
13403,1292,1998-04-12,1,29.99
13403,1292,1998-04-21,3,47.97
13403,1292,1998-05-09,2,24.98
13403,1292,1998-05-16,1,10.49
13403,1292,1998-05-16,1,13.99
13403,1292,1998-05-17,1,10.49
13403,1292,1998-06-01,5,62.95
13403,1292,1998-06-01,1,9.99
13403,1292,1998-06-19,2,23.98
13408,1293,1997-02-17,1,0
13413,1294,1997-02-17,1,15.9
13413,1294,1997-03-30,2,17.54
13417,1295,1997-02-17,6,74.59
13417,1295,1997-09-16,2,28.48
13417,1295,1998-02-14,4,46.46
13425,1296,1997-02-17,1,23.77
13425,1296,1997-02-27,2,28.74
13425,1296,1997-04-12,1,11.77
13425,1296,1997-06-03,2,29.13
13425,1296,1997-08-30,3,44.3
13425,1296,1997-11-22,7,105.93
13425,1296,1998-05-29,6,70.33
13425,1296,1998-06-20,4,52.63
13427,1297,1997-02-17,2,31.53
13427,1297,1997-10-04,1,16.99
13427,1297,1997-12-16,1,12.49
13435,1298,1997-02-17,2,27.13
13435,1298,1997-08-25,1,13.97
13435,1298,1997-08-26,2,27.93
13435,1298,1997-12-07,3,53.97
13435,1298,1997-12-12,1,9.49
13435,1298,1998-01-19,4,54.95
13435,1298,1998-02-28,1,14.49
13444,1299,1997-02-17,4,145.74
13458,1300,1997-02-17,1,22.99
13458,1300,1997-03-16,3,50.84
13458,1300,1997-04-13,1,23.99
13458,1300,1997-06-01,1,25.32
13458,1300,1997-09-26,2,24.98
1425,1301,1997-02-18,1,17.3
9651,1302,1997-02-18,37,493.91
12380,1303,1997-02-18,2,23.94
13304,1304,1997-02-18,9,140.93
13314,1305,1997-02-18,3,52.97
13314,1305,1997-05-26,2,26.73
13314,1305,1997-07-19,2,41.74
13476,1306,1997-02-18,1,16.76
13480,1307,1997-02-18,2,27.94
13480,1307,1997-09-14,3,36.97
13488,1308,1997-02-18,8,106.18
13489,1309,1997-02-18,1,14.96
13489,1309,1997-06-24,1,16.36
13504,1310,1997-02-18,4,44.28
13504,1310,1997-03-14,13,246.51
13504,1310,1997-04-15,8,99.56
13508,1311,1997-02-18,7,126.37
13526,1312,1997-02-18,3,50.97
13535,1313,1997-02-18,1,13.97
13535,1313,1997-04-30,1,14.79
13535,1313,1998-05-10,1,12.72
13547,1314,1997-02-18,2,20.55
13559,1315,1997-02-18,3,41.9
13567,1316,1997-02-18,5,55.07
13567,1316,1997-03-18,2,23.74
13567,1316,1997-05-12,2,29.75
13567,1316,1997-10-29,3,38.97
13567,1316,1998-06-04,2,31.98
13571,1317,1997-02-18,5,62.44
13571,1317,1997-04-23,2,26.73
13580,1318,1997-02-18,2,36.73
13598,1319,1997-02-18,2,32.72
13614,1320,1997-02-18,2,27.28
13614,1320,1997-03-18,1,13.97
13614,1320,1997-03-24,1,14.96
13614,1320,1997-04-03,2,29.58
13616,1321,1997-02-18,2,29.98
13629,1322,1997-02-18,1,13.97
13648,1323,1997-02-18,2,29.27
13663,1324,1997-02-18,6,86.11
13679,1325,1997-02-18,2,29.98
13698,1326,1997-02-18,1,35.77
13701,1327,1997-02-18,2,26.56
13701,1327,1997-07-01,1,11.97
13701,1327,1998-06-23,2,22.98
13709,1328,1997-02-18,2,24.98
13709,1328,1997-09-11,1,23.49
13709,1328,1997-10-08,1,2.99
13709,1328,1997-12-07,2,22.98
13709,1328,1998-01-06,2,24.98
13709,1328,1998-06-17,2,27.98
13710,1329,1997-02-18,3,36.54
13710,1329,1997-03-05,1,13.97
13710,1329,1997-05-20,3,74.29
13710,1329,1997-08-03,3,34.52
13710,1329,1997-08-03,1,14.96
13710,1329,1997-12-27,1,15.49
13710,1329,1998-03-21,3,39.75
13710,1329,1998-05-01,2,29.36
13719,1330,1997-02-18,1,54.77
13719,1330,1997-05-26,1,11.77
13719,1330,1997-08-27,3,54.5
13719,1330,1997-11-19,2,25.48
13719,1330,1998-01-26,2,21.98
13726,1331,1997-02-18,1,24.99
13739,1332,1997-02-18,1,11.77
13751,1333,1997-02-18,1,5.78
13764,1334,1997-02-18,1,15.3
13764,1334,1997-03-22,1,15.3
7606,1335,1997-02-19,3,50.94
12702,1336,1997-02-19,1,12.49
12702,1336,1997-02-19,2,28.74
13771,1337,1997-02-19,1,15.36
13786,1338,1997-02-19,1,19.99
13786,1338,1997-03-08,1,13.97
13786,1338,1997-04-13,1,14.96
13786,1338,1997-07-06,2,29.33
13786,1338,1997-09-11,3,24.97
13786,1338,1997-11-13,3,38.97
13794,1339,1997-02-19,2,29.58
13802,1340,1997-02-19,1,11.77
13802,1340,1997-03-02,3,44.11
13811,1341,1997-02-19,1,13.97
13811,1341,1997-02-20,1,12.77
13811,1341,1997-02-27,3,42.31
13811,1341,1997-03-14,1,6.79
13829,1342,1997-02-19,1,11.77
13844,1343,1997-02-19,1,19.99
13857,1344,1997-02-19,2,29.73
13857,1344,1997-12-09,4,50.46
13857,1344,1998-01-21,4,70.96
13869,1345,1997-02-19,2,26.14
13883,1346,1997-02-19,1,12.79
13898,1347,1997-02-19,1,13.97
13901,1348,1997-02-19,3,33.72
13901,1348,1997-09-14,1,12.99
13901,1348,1997-09-21,1,31.49
13901,1348,1997-09-22,1,11.49
13901,1348,1997-10-02,2,25.48
13901,1348,1998-01-14,2,37.48
13901,1348,1998-01-28,2,48.51
13901,1348,1998-02-06,1,11.02
13902,1349,1997-02-19,1,14.79
13902,1349,1997-08-04,6,71.62
13902,1349,1998-03-02,6,88.44
13902,1349,1998-06-09,4,48.46
13917,1350,1997-02-19,1,20.97
13924,1351,1997-02-19,2,29.48
13924,1351,1997-02-26,1,14.37
13938,1352,1997-02-19,4,50.28
13938,1352,1997-09-21,3,41.47
13938,1352,1997-12-11,1,12.49
13938,1352,1997-12-11,1,22.99
13938,1352,1998-02-27,3,26.75
13938,1352,1998-06-16,1,28.49
13939,1353,1997-02-19,1,31.99
13939,1353,1997-02-22,1,15.36
13939,1353,1997-05-08,1,35.99
13941,1354,1997-02-19,1,13.97
13941,1354,1997-10-02,3,39.97
13954,1355,1997-02-19,1,11.77
13954,1355,1997-05-15,1,14.37
13954,1355,1997-08-08,3,45.1
13954,1355,1997-11-13,2,27.98
13954,1355,1998-04-27,2,27.48
13954,1355,1998-06-10,1,3.49
13959,1356,1997-02-19,3,33.51
13959,1356,1997-11-02,11,152.89
13959,1356,1998-03-28,5,66.95
13978,1357,1997-02-19,1,15.36
13978,1357,1997-11-13,1,11.49
13995,1358,1997-02-19,1,26
14006,1359,1997-02-19,2,27.73
14006,1359,1997-05-17,1,14.96
14006,1359,1997-06-20,3,40.7
14006,1359,1997-08-18,4,48.68
14006,1359,1997-11-06,3,41.47
14006,1359,1998-02-10,2,22.98
14006,1359,1998-05-01,3,36.47
14006,1359,1998-05-24,1,11.49
14013,1360,1997-02-19,1,14.79
14021,1361,1997-02-19,1,11.77
14021,1361,1997-09-21,1,12.99
14029,1362,1997-02-19,1,37.97
14045,1363,1997-02-19,1,14.37
14045,1363,1997-07-04,1,11.77
14050,1364,1997-02-19,1,14.37
6242,1365,1997-02-20,16,218.49
6242,1365,1997-03-02,7,120.47
6242,1365,1997-03-04,1,13.97
6242,1365,1997-03-05,3,44.73
6242,1365,1997-04-05,5,59.48
6242,1365,1997-06-26,6,60.56
6242,1365,1997-06-29,2,33.74
6242,1365,1997-07-08,2,42.15
6242,1365,1997-08-10,8,112.14
6242,1365,1997-09-22,6,65.44
6242,1365,1997-10-15,8,85.42
6242,1365,1997-10-21,3,37.47
6242,1365,1997-12-15,1,12.99
6242,1365,1997-12-29,5,80.95
6242,1365,1998-01-01,1,13.99
6242,1365,1998-01-10,1,38.49
13454,1366,1997-02-20,2,28.93
14066,1367,1997-02-20,1,13.97
14069,1368,1997-02-20,1,12.49
14069,1368,1997-03-23,4,62.58
14069,1368,1997-04-03,2,29.92
14069,1368,1997-04-15,1,14.37
14069,1368,1997-04-20,7,106.32
14069,1368,1998-02-05,3,42.36
14088,1369,1997-02-20,1,15.96
14092,1370,1997-02-20,1,9.97
14092,1370,1997-04-27,1,11.77
14092,1370,1997-08-03,2,26.14
14111,1371,1997-02-20,1,16.7
14112,1372,1997-02-20,3,42.31
14112,1372,1997-05-02,2,19.95
14112,1372,1997-05-31,2,29.92
14112,1372,1997-06-03,2,27.73
14112,1372,1997-06-28,2,28.34
14112,1372,1997-08-21,1,12.97
14112,1372,1997-10-04,2,22.98
14112,1372,1997-10-11,5,61.95
14112,1372,1997-11-09,3,44.97
14112,1372,1998-01-25,5,69.88
14112,1372,1998-03-17,1,9.49
14112,1372,1998-04-17,1,14.99
14112,1372,1998-06-12,4,46.53
14131,1373,1997-02-20,1,15.36
14148,1374,1997-02-20,3,27.71
14162,1375,1997-02-20,2,28.34
14162,1375,1997-03-29,2,27.94
14168,1376,1997-02-20,1,13.97
14187,1377,1997-02-20,1,27.99
14206,1378,1997-02-20,1,14.9
14206,1378,1997-07-31,1,5.78
14211,1379,1997-02-20,2,33.8
14222,1380,1997-02-20,4,81.96
14223,1381,1997-02-20,1,15.9
14223,1381,1997-05-08,2,29.92
14223,1381,1997-05-13,3,38.5
14223,1381,1998-04-15,1,9.49
14243,1382,1997-02-20,1,12.99
14243,1382,1997-11-10,1,15.49
14259,1383,1997-02-20,1,10.99
14277,1384,1997-02-20,4,58.28
14294,1385,1997-02-20,1,11.77
14313,1386,1997-02-20,1,15.76
14314,1387,1997-02-20,7,107.13
14314,1387,1997-02-22,1,18.76
14314,1387,1997-03-02,1,19.99
14314,1387,1997-08-16,5,70.83
14314,1387,1997-09-20,3,35.97
14314,1387,1998-01-01,1,3.49
14314,1387,1998-03-05,4,62.96
14314,1387,1998-03-23,3,54.97
14314,1387,1998-06-27,3,51.36
14315,1388,1997-02-20,2,21.56
14315,1388,1997-03-27,5,42.1
14315,1388,1997-10-22,1,22.49
14315,1388,1998-03-18,2,18.98
14315,1388,1998-05-30,5,37.65
14331,1389,1997-02-20,1,16.99
10324,1390,1997-02-21,3,72.5
14093,1391,1997-02-21,2,21.56
14093,1391,1997-02-28,2,21.74
14342,1392,1997-02-21,2,23.54
14342,1392,1997-02-23,2,20.54
14342,1392,1997-04-04,3,37.51
14342,1392,1997-04-18,1,14.96
14342,1392,1997-06-02,2,29.42
14342,1392,1997-07-31,2,11.56
14353,1393,1997-02-21,1,24.37
14366,1394,1997-02-21,1,12.49
14382,1395,1997-02-21,3,35.31
14390,1396,1997-02-21,3,67.7
14390,1396,1997-04-15,5,93.84
14401,1397,1997-02-21,2,28.34
14417,1398,1997-02-21,3,37.51
14417,1398,1997-05-10,2,25.54
14417,1398,1997-10-22,3,39.47
14417,1398,1998-06-04,1,15.49
14418,1399,1997-02-21,1,11.77
14438,1400,1997-02-21,2,27.94
14438,1400,1997-04-18,1,15.36
14439,1401,1997-02-21,1,15.96
14441,1402,1997-02-21,2,21.74
14441,1402,1997-04-08,2,23.94
14456,1403,1997-02-21,1,14.99
14474,1404,1997-02-21,1,12.49
14489,1405,1997-02-21,1,14.79
14501,1406,1997-02-21,1,35.99
14503,1407,1997-02-21,1,13.97
14503,1407,1997-02-27,1,29.37
14519,1408,1997-02-21,1,9.97
14519,1408,1997-03-25,1,9.99
14519,1408,1997-07-13,1,15.96
14519,1408,1997-09-06,1,10.77
14519,1408,1997-11-27,1,11.49
14519,1408,1997-11-30,1,27.99
14519,1408,1997-12-12,1,12.99
14520,1409,1997-02-21,1,14.99
14539,1410,1997-02-21,1,11.77
14548,1411,1997-02-21,1,20.78
14548,1411,1997-03-07,1,15.96
14548,1411,1997-05-30,1,8.97
14554,1412,1997-02-21,1,9.98
14568,1413,1997-02-21,1,14.79
14568,1413,1997-02-26,1,15.36
14568,1413,1997-03-08,1,13.97
14568,1413,1997-03-16,1,17.9
14568,1413,1997-04-09,1,14.96
14568,1413,1997-04-29,3,41.31
14568,1413,1997-05-15,1,12.25
14568,1413,1997-06-03,1,15.36
14568,1413,1997-06-10,1,15.36
14568,1413,1997-06-14,1,19.77
14568,1413,1997-06-24,1,13.97
14568,1413,1997-07-29,2,22.15
14568,1413,1997-09-06,1,15.36
14568,1413,1997-09-14,2,26.98
14568,1413,1997-09-21,1,21.49
14568,1413,1997-11-10,1,15.49
14568,1413,1997-12-08,4,62.96
14568,1413,1998-01-11,1,9.49
14568,1413,1998-02-01,1,11.99
14568,1413,1998-02-05,1,15.49
14568,1413,1998-03-08,1,29.99
14569,1414,1997-02-21,3,179.71
14569,1414,1997-03-19,1,151.77
14569,1414,1997-03-24,1,23.99
14569,1414,1997-04-01,3,42.13
14569,1414,1997-06-19,1,151.77
14569,1414,1997-10-23,1,65.99
14569,1414,1997-12-11,4,54.96
14569,1414,1998-01-18,2,25.48
14569,1414,1998-02-07,1,61.99
14576,1415,1997-02-22,1,12.77
14593,1416,1997-02-22,2,29.98
14614,1417,1997-02-22,1,12.49
14632,1418,1997-02-22,1,11.77
14632,1418,1998-04-29,4,44.74
14632,1418,1998-04-30,3,57.47
14632,1418,1998-05-14,4,57.85
14632,1418,1998-06-08,3,41.4
14647,1419,1997-02-22,1,14.37
14660,1420,1997-02-22,1,17.76
14673,1421,1997-02-22,1,15.36
14673,1421,1997-03-06,1,19.95
14673,1421,1997-09-21,1,2.99
14673,1421,1997-10-10,2,28.98
14673,1421,1997-11-19,1,9.49
14673,1421,1997-12-05,2,25.98
14674,1422,1997-02-22,3,41.1
14688,1423,1997-02-22,1,8.97
14688,1423,1998-03-21,2,24.46
14694,1424,1997-02-22,1,9.77
14694,1424,1997-04-08,1,5.98
14694,1424,1997-08-14,1,14.79
14694,1424,1998-05-11,6,91.94
14706,1425,1997-02-22,1,11.77
14706,1425,1997-02-22,1,11.77
14709,1426,1997-02-22,2,35.94
14709,1426,1997-04-06,3,43.55
14709,1426,1997-05-18,1,14.96
14709,1426,1997-07-03,1,22.77
14728,1427,1997-02-22,7,100.59
14742,1428,1997-02-22,1,12.77
14742,1428,1997-03-10,1,29.99
14742,1428,1997-04-07,1,9.98
14743,1429,1997-02-22,1,22.7
14757,1430,1997-02-22,2,18.54
14764,1431,1997-02-22,1,19.77
14764,1431,1997-03-04,1,14.96
14764,1431,1998-03-02,4,50.05
14764,1431,1998-03-07,4,57.74
14770,1432,1997-02-22,1,13.97
14770,1432,1997-09-02,1,12.25
14770,1432,1997-11-24,1,15.49
14774,1433,1997-02-22,1,49.37
14774,1433,1997-02-23,1,10.77
14774,1433,1997-02-23,1,12.97
14774,1433,1997-03-02,2,29.13
14774,1433,1997-04-17,1,16.36
14774,1433,1997-05-01,3,42.13
14774,1433,1997-05-22,3,31.31
14774,1433,1997-07-09,2,27.76
14774,1433,1998-02-03,1,21.49
14777,1434,1997-02-22,1,17.76
14777,1434,1997-08-24,1,13.97
14777,1434,1998-02-08,1,17.99
14785,1435,1997-02-22,4,47.68
14785,1435,1997-03-21,4,45.07
14785,1435,1997-04-20,3,42.3
14785,1435,1997-05-04,3,43.3
14785,1435,1997-05-19,2,20.74
14785,1435,1997-05-31,2,29.33
14785,1435,1997-06-29,3,43.7
14792,1436,1997-02-22,5,79.94
14792,1436,1998-05-11,1,26.99
14792,1436,1998-06-11,1,9.99
14796,1437,1997-02-22,2,29.33
14796,1437,1997-03-13,1,14.96
14796,1437,1997-11-24,3,38.47
14796,1437,1997-11-28,4,33.96
14801,1438,1997-02-22,1,41.99
14801,1438,1997-03-11,1,14.37
14801,1438,1997-04-15,1,11.77
14810,1439,1997-02-22,4,53.46
14810,1439,1998-03-05,4,40.46
14810,1439,1998-05-01,2,27.48
14828,1440,1997-02-22,2,38.34
14836,1441,1997-02-22,1,13.99
14836,1441,1997-07-02,2,27.94
14836,1441,1997-07-30,3,45.68
14836,1441,1998-04-05,3,34.47
14836,1441,1998-06-22,3,28.47
14838,1442,1997-02-22,3,47.08
14838,1442,1997-07-30,4,78.52
14838,1442,1998-06-03,2,24.48
14845,1443,1997-02-22,2,33.14
14856,1444,1997-02-22,3,38.31
14856,1444,1997-06-30,1,13.77
14856,1444,1997-07-22,4,50.27
14857,1445,1997-02-22,1,12.77
14857,1445,1997-09-28,1,15.49
14857,1445,1997-10-04,2,35.98
14857,1445,1997-10-05,1,13.99
14862,1446,1997-02-22,3,42.9
11326,1447,1997-02-23,4,55.07
11326,1447,1997-05-01,1,29.99
11326,1447,1997-11-11,7,88.93
11326,1447,1997-12-22,8,99.92
11326,1447,1998-03-08,8,104.2
14877,1448,1997-02-23,2,42.13
14880,1449,1997-02-23,2,25.34
14880,1449,1997-05-03,2,26.54
14880,1449,1997-07-20,2,27.94
14891,1450,1997-02-23,2,21.54
14908,1451,1997-02-23,1,10.77
14918,1452,1997-02-23,2,21.54
14918,1452,1997-04-17,2,24.74
14918,1452,1997-04-30,2,33.96
14918,1452,1997-06-25,2,28.13
14918,1452,1997-11-27,1,9.49
14929,1453,1997-02-23,2,39.93
14929,1453,1998-04-09,2,20.98
14946,1454,1997-02-23,2,25.34
14963,1455,1997-02-23,1,11.77
14976,1456,1997-02-23,1,17.76
14988,1457,1997-02-23,1,11.77
15003,1458,1997-02-23,40,506.97
15025,1459,1997-02-23,1,4.79
15025,1459,1998-03-06,1,12.58
15025,1459,1998-04-12,1,7.69
15042,1460,1997-02-23,2,22.75
15042,1460,1997-03-03,1,15.36
15042,1460,1997-04-08,4,58.07
15042,1460,1997-04-08,2,17.76
15042,1460,1997-04-08,1,14.37
15042,1460,1997-04-18,4,58.07
15042,1460,1997-05-26,1,12.25
15042,1460,1997-12-09,1,15.49
15046,1461,1997-02-23,1,19.99
15057,1462,1997-02-23,1,49.97
15057,1462,1997-03-03,1,36.97
15057,1462,1997-04-23,3,39.95
15057,1462,1997-07-11,3,29.32
15057,1462,1997-07-14,2,23.54
15057,1462,1998-03-11,1,11.88
15060,1463,1997-02-23,1,6.79
15061,1464,1997-02-23,1,11.77
15061,1464,1997-04-06,2,28.74
15061,1464,1998-02-12,1,14.49
15061,1464,1998-03-29,5,49.45
15078,1465,1997-02-23,2,29.73
15093,1466,1997-02-23,1,10.78
15105,1467,1997-02-23,10,140.68
15105,1467,1997-02-25,3,43.51
15105,1467,1997-03-05,4,57.87
15105,1467,1997-04-10,6,85.21
15105,1467,1997-06-03,8,114.73
15105,1467,1997-09-15,10,134.9
15105,1467,1997-10-05,8,120.42
15105,1467,1998-02-16,18,253.09
15105,1467,1998-05-04,16,215.32
15131,1468,1997-02-23,1,11.77
15142,1469,1997-02-23,9,122.33
