"","cust","x","t.x","litt","sales","sales.x","first","T.cal","T.star","x.star","sales.star","first.sales","xstar.m1","xstar.m2"
"1188",11901,0,0,0,9.77,0,1997-02-12,32.8571428571429,39,0,0,0.00977,0.2,0.14
"1189",11924,0,0,0,29.99,0,1997-02-12,32.8571428571429,39,0,0,0.02999,0.115,0.22
"1190",11946,0,0,0,42.77,0,1997-02-12,32.8571428571429,39,0,0,0.04277,0.22,0.155
"1191",11949,1,12.1428571428571,2.496741107435,195.25,103.18,1997-02-12,32.8571428571429,39,0,0,0.09207,0.55,0.63
"1192",11963,0,0,0,24.98,0,1997-02-12,32.8571428571429,39,0,0,0.02498,0.16,0.22
"1193",11971,1,0.571428571428571,-0.559615787935423,45.29,14.96,1997-02-12,32.8571428571429,39,0,0,0.03033,0.145,0.22
"1194",11980,0,0,0,9.77,0,1997-02-12,32.8571428571429,39,0,0,0.00977,0.08,0.22
"1195",11996,0,0,0,9.97,0,1997-02-12,32.8571428571429,39,0,0,0.00997,0.265,0.18
"1196",12018,0,0,0,14.37,0,1997-02-12,32.8571428571429,39,0,0,0.01437,0.2,0.255
"1197",12024,4,31.4285714285714,4.82194615192364,233.07,158.7,1997-02-13,32.7142857142857,39,6,179.4,0.07437,3.045,3.05
"1198",12037,0,0,0,19.99,0,1997-02-13,32.7142857142857,39,0,0,0.01999,0.205,0.225
"1199",12061,0,0,0,32.72,0,1997-02-13,32.7142857142857,39,0,0,0.03272,0.165,0.185
"1200",12078,0,0,0,49.99,0,1997-02-13,32.7142857142857,39,0,0,0.04999,0.19,0.165
"1201",12083,1,12.1428571428571,2.496741107435,70.45,25.34,1997-03-24,27.1428571428571,39,0,0,0.04511,0.655,0.805
"1202",12089,2,15.4285714285714,4.08614779501792,92.81,62.08,1997-02-13,32.7142857142857,39,3,89.79,0.03073,0.76,0.79
"1203",12095,0,0,0,77.42,0,1997-02-13,32.7142857142857,39,0,0,0.07742,0.235,0.12
"1204",12108,4,1.28571428571429,-5.29873394643325,237.44,148.64,1997-02-13,32.7142857142857,39,11,283.81,0.0888,0.03,0.02
"1205",12112,0,0,0,12.97,0,1997-02-13,32.7142857142857,39,1,20.98,0.01297,0.135,0.13
"1206",12123,1,0.714285714285714,-0.336472236621213,21.74,9.97,1997-02-13,32.7142857142857,39,1,11.49,0.01177,0.165,0.24
"1207",12124,0,0,0,15.96,0,1997-02-13,32.7142857142857,39,0,0,0.01596,0.15,0.185
"1208",12125,1,2.71428571428571,0.998528830111127,106.49,59.97,1997-02-13,32.7142857142857,39,0,0,0.04652,0.22,0.385
"1209",12143,0,0,0,12.97,0,1997-02-13,32.7142857142857,39,0,0,0.01297,0.16,0.145
"1210",12161,3,6,0.0971637484536475,56.38,43.89,1997-02-13,32.7142857142857,39,0,0,0.01249,0.29,0.285
"1211",12162,0,0,0,28.74,0,1997-02-13,32.7142857142857,39,0,0,0.02874,0.135,0.165
"1212",12179,0,0,0,12.49,0,1997-02-13,32.7142857142857,39,0,0,0.01249,0.145,0.145
"1213",12191,3,9.71428571428571,1.08195340268147,337.31,192.63,1997-03-06,29.7142857142857,39,3,211.34,0.14468,0.915,0.455
"1214",12195,0,0,0,59.28,0,1997-02-13,32.7142857142857,39,0,0,0.05928,0.235,0.195
"1215",12212,0,0,0,10.97,0,1997-02-13,32.7142857142857,39,0,0,0.01097,0.13,0.145
"1216",12233,0,0,0,5.78,0,1997-02-13,32.7142857142857,39,0,0,0.00578,0.225,0.26
"1217",12248,1,8.85714285714286,2.18122423598978,60.2,32.26,1997-02-13,32.7142857142857,39,0,0,0.02794,0.515,0.62
"1218",12252,0,0,0,13.97,0,1997-02-13,32.7142857142857,39,0,0,0.01397,0.075,0.205
"1219",12270,0,0,0,13.97,0,1997-02-13,32.7142857142857,39,2,66.45,0.01397,0.085,0.315
"1220",12272,3,28.4285714285714,3.31751995849228,151.32,100.65,1997-02-13,32.7142857142857,39,10,347.74,0.05067,2.355,2.165
"1221",12283,0,0,0,22.76,0,1997-02-13,32.7142857142857,39,0,0,0.01199,0.225,0.15
"1222",12303,1,30.1428571428571,3.40594798442075,65.7,38.97,1997-02-14,32.5714285714286,39,0,0,0.02673,1.03,0.99
"1223",12305,0,0,0,14.37,0,1997-02-14,32.5714285714286,39,0,0,0.01437,0.19,0.155
"1224",12310,2,32.5714285714286,4.23735469880117,99.31,84.94,1997-02-14,32.5714285714286,39,6,151,0.01437,1.645,1.61
"1225",12311,1,3.57142857142857,1.27296567581289,57.72,15.36,1997-02-14,32.5714285714286,39,1,18.49,0.04236,0.445,0.26
"1226",12322,2,31.7142857142857,5.20837033036457,69.28,54.91,1997-02-14,32.5714285714286,39,2,77.01,0.01437,1.51,1.635
"1227",12324,1,0.857142857142857,-0.154150679827258,84.61,21.74,1997-02-14,32.5714285714286,39,0,0,0.06287,0.145,0.225
"1228",12325,0,0,0,64.74,0,1997-02-26,30.8571428571429,39,0,0,0.06474,0.17,0.2
"1229",12327,0,0,0,21.95,0,1997-02-14,32.5714285714286,39,0,0,0.02195,0.155,0.22
"1230",12345,0,0,0,15.36,0,1997-02-14,32.5714285714286,39,0,0,0.01536,0.18,0.175
"1231",12349,2,1.14285714285714,-1.94591014905531,137.02,73.65,1997-02-14,32.5714285714286,39,0,0,0.06337,0.135,0.195
"1232",12354,3,25.8571428571429,3.85965501991083,85.84,70.48,1997-02-16,32.2857142857143,39,5,106.41,0.01536,2.175,2.12
"1233",12357,1,1.57142857142857,0.451985123743057,23.54,11.77,1997-02-14,32.5714285714286,39,2,36.47,0.01177,0.27,0.225
"1234",12366,0,0,0,0,0,1997-02-14,32.5714285714286,39,0,0,0,0.175,0.245
"1235",12380,0,0,0,23.94,0,1997-02-18,32,39,0,0,0.02394,0.24,0.24
"1236",12393,0,0,0,15.96,0,1997-02-14,32.5714285714286,39,0,0,0.01596,0.09,0.22
"1237",12410,0,0,0,41.54,0,1997-02-14,32.5714285714286,39,0,0,0.04154,0.25,0.185
"1238",12425,0,0,0,52.87,0,1997-02-16,32.2857142857143,39,0,0,0.05287,0.145,0.275
"1239",12432,1,0.571428571428571,-0.559615787935423,49.48,24.74,1997-02-14,32.5714285714286,39,0,0,0.02474,0.14,0.235
"1240",12439,7,15,4.28514517553367,240.87,182.63,1997-02-14,32.5714285714286,39,1,13.99,0.04325,1.005,0.63
"1241",12442,0,0,0,25.94,0,1997-02-14,32.5714285714286,39,0,0,0.02594,0.085,0.195
"1242",12455,6,26.7142857142857,8.20574352410338,257,247.02,1997-02-14,32.5714285714286,39,10,351.82,0.00998,4.365,3.71
"1243",12463,0,0,0,14.99,0,1997-02-14,32.5714285714286,39,0,0,0.01499,0.115,0.21
"1244",12476,6,29.5714285714286,7.32504853362152,242.26,213.99,1997-02-14,32.5714285714286,39,34,1295.52,0.02827,4.765,4.24
"1245",12485,0,0,0,14.96,0,1997-02-14,32.5714285714286,39,0,0,0.01496,0.17,0.205
"1246",12499,0,0,0,34.97,0,1997-02-14,32.5714285714286,39,0,0,0.03497,0.155,0.205
"1247",12520,0,0,0,26.57,0,1997-02-14,32.5714285714286,39,0,0,0.02657,0.18,0.265
"1248",12533,1,0.285714285714286,-1.25276296849537,104.34,46.29,1997-02-14,32.5714285714286,39,0,0,0.05805,0.21,0.22
"1249",12545,0,0,0,67.51,0,1997-02-15,32.4285714285714,39,0,0,0.06751,0.135,0.17
"1250",12547,3,27.5714285714286,5.93440816887855,48.29,33.92,1997-02-16,32.2857142857143,39,3,64.45,0.01437,2.055,2.045
"1251",12565,0,0,0,25.74,0,1997-02-15,32.4285714285714,39,0,0,0.02574,0.145,0.18
"1252",12582,0,0,0,24.73,0,1997-02-15,32.4285714285714,39,1,51.97,0.02473,0.14,0.21
"1253",12595,0,0,0,66.85,0,1997-02-15,32.4285714285714,39,2,92.43,0.06685,0.115,0.18
"1254",12609,0,0,0,35.31,0,1997-02-15,32.4285714285714,39,0,0,0.03531,0.125,0.135
"1255",12622,0,0,0,49.99,0,1997-02-15,32.4285714285714,39,0,0,0.04999,0.13,0.13
"1256",12638,0,0,0,11.77,0,1997-02-15,32.4285714285714,39,1,28.56,0.01177,0.25,0.13
"1257",12650,0,0,0,101.11,0,1997-02-15,32.4285714285714,39,0,0,0.10111,0.115,0.13
"1258",12658,1,6.14285714285714,1.81528996663825,42.95,13.97,1997-02-15,32.4285714285714,39,0,0,0.02898,0.56,0.385
"1259",12673,0,0,0,14.37,0,1997-02-15,32.4285714285714,39,0,0,0.01437,0.165,0.225
"1260",12687,0,0,0,14.37,0,1997-02-15,32.4285714285714,39,0,0,0.01437,0.21,0.175
"1261",12693,1,3.71428571428571,1.31218638896617,115.34,56.28,1997-02-15,32.4285714285714,39,1,40.47,0.05906,0.265,0.355
"1262",12700,0,0,0,86.52,0,1997-02-16,32.2857142857143,39,0,0,0.08652,0.095,0.195
"1263",12702,0,0,0,41.23,0,1997-02-19,31.8571428571429,39,0,0,0.01249,0.195,0.235
"1264",12713,0,0,0,20.99,0,1997-02-15,32.4285714285714,39,1,11.49,0.02099,0.23,0.3
"1265",12733,0,0,0,29.73,0,1997-02-15,32.4285714285714,39,0,0,0.02973,0.18,0.22
"1266",12739,0,0,0,15.56,0,1997-03-05,29.8571428571429,39,0,0,0.01556,0.185,0.215
"1267",12752,0,0,0,3.99,0,1997-02-15,32.4285714285714,39,0,0,0.00399,0.205,0.22
"1268",12769,0,0,0,12.97,0,1997-02-15,32.4285714285714,39,0,0,0.01297,0.19,0.165
"1269",12784,0,0,0,37.51,0,1997-02-15,32.4285714285714,39,0,0,0.03751,0.145,0.21
"1270",12798,0,0,0,12.49,0,1997-02-15,32.4285714285714,39,3,130.91,0.01249,0.195,0.285
"1271",12804,3,28.1428571428571,5.93946515724541,127.88,96.36,1997-02-15,32.4285714285714,39,3,90.93,0.03152,2.335,2.175
"1272",12815,0,0,0,11.77,0,1997-02-15,32.4285714285714,39,0,0,0.01177,0.16,0.17
"1273",12833,0,0,0,15.76,0,1997-02-15,32.4285714285714,39,0,0,0.01576,0.16,0.235
"1274",12845,8,23,4.1257365497464,330.52,301.19,1997-02-16,32.2857142857143,39,5,389.4,0.02933,4.09,3.43
"1275",12849,0,0,0,14.37,0,1997-02-16,32.2857142857143,39,0,0,0.01437,0.205,0.22
"1276",12853,1,0.142857142857143,-1.94591014905531,37.51,6.79,1997-02-17,32.1428571428571,39,0,0,0.03072,0.13,0.2
"1277",12861,1,0.857142857142857,-0.154150679827258,46.08,11.77,1997-02-16,32.2857142857143,39,0,0,0.03431,0.08,0.23
"1278",12868,0,0,0,24.9,0,1997-02-16,32.2857142857143,39,0,0,0.0249,0.17,0.145
"1279",12882,0,0,0,15.96,0,1997-02-16,32.2857142857143,39,4,209.23,0.01596,0.13,0.2
"1280",12884,2,13.1428571428571,3.76120011569356,145.26,82.61,1997-02-16,32.2857142857143,39,0,0,0.06265,0.975,0.82
"1281",12900,0,0,0,12.77,0,1997-02-16,32.2857142857143,39,0,0,0.01277,0.175,0.11
"1282",12924,0,0,0,47.98,0,1997-02-16,32.2857142857143,39,1,13.49,0.04798,0.17,0.205
"1283",12929,1,10.4285714285714,2.34454929209308,54.67,31.13,1997-02-25,31,39,0,0,0.02354,0.78,0.73
"1284",12934,11,30.8571428571429,7.62642723226385,177.81,165.32,1997-02-16,32.2857142857143,39,10,244.42,0.01249,8.465,7.42
"1285",12940,0,0,0,32.37,0,1997-02-16,32.2857142857143,39,0,0,0.03237,0.2,0.15
"1286",12952,1,1.28571428571429,0.251314428280906,79.65,39.74,1997-02-16,32.2857142857143,39,0,0,0.03991,0.215,0.18
"1287",12953,8,32.2857142857143,3.92296030125661,243.18,196.69,1997-02-16,32.2857142857143,39,6,149.43,0.04649,6.595,6.705
"1288",12957,0,0,0,51.67,0,1997-02-16,32.2857142857143,39,0,0,0.05167,0.16,0.2
"1289",12962,1,3.57142857142857,1.27296567581289,28.13,12.77,1997-02-16,32.2857142857143,39,0,0,0.01536,0.485,0.365
"1290",12973,0,0,0,39.35,0,1997-02-16,32.2857142857143,39,1,122.9,0.03935,0.215,0.2
"1291",12981,1,7.85714285714286,2.06142303617716,60.05,29.33,1997-02-16,32.2857142857143,39,0,0,0.03072,0.46,0.47
"1292",12989,0,0,0,28.76,0,1997-02-16,32.2857142857143,39,0,0,0.02876,0.15,0.165
"1293",13004,0,0,0,11.77,0,1997-02-16,32.2857142857143,39,0,0,0.01177,0.135,0.115
"1294",13023,3,23.4285714285714,6.12814149747843,181.39,141.48,1997-02-16,32.2857142857143,39,2,80.94,0.03991,1.875,1.79
"1295",13028,0,0,0,36.31,0,1997-02-16,32.2857142857143,39,0,0,0.03631,0.15,0.175
"1296",13041,0,0,0,17.97,0,1997-02-16,32.2857142857143,39,0,0,0.01797,0.2,0.1
"1297",13052,0,0,0,13.97,0,1997-02-16,32.2857142857143,39,4,151.76,0.01397,0.185,0.17
"1298",13068,0,0,0,21.76,0,1997-02-16,32.2857142857143,39,0,0,0.01199,0.165,0.195
"1299",13083,0,0,0,10.77,0,1997-02-16,32.2857142857143,39,0,0,0.01077,0.26,0.155
"1300",13085,3,14.2857142857143,4.15495775082849,267.09,234.17,1997-02-16,32.2857142857143,39,0,0,0.03292,1.24,1.12
"1301",13093,1,2.85714285714286,1.04982212449868,156.45,51.73,1997-02-16,32.2857142857143,39,6,440.68,0.10472,0.26,0.24
"1302",13098,0,0,0,11.77,0,1997-02-16,32.2857142857143,39,0,0,0.01177,0.14,0.19
"1303",13103,1,19.8571428571429,2.98856378407538,28.56,13.77,1997-02-16,32.2857142857143,39,0,0,0.01479,0.85,0.775
"1304",13108,1,2.28571428571429,0.826678573184468,51.9,17.3,1997-02-24,31.1428571428571,39,0,0,0.0346,0.2,0.35
"1305",13122,6,25,7.55823708649336,490.1,443.74,1997-02-16,32.2857142857143,39,0,0,0.04636,4.06,3.575
"1306",13123,0,0,0,15.36,0,1997-02-16,32.2857142857143,39,0,0,0.01536,0.1,0.215
"1307",13128,2,21.4285714285714,4.74297813537987,37.71,25.94,1997-02-16,32.2857142857143,39,3,56.46,0.01177,1.37,1.125
"1308",13141,0,0,0,33.4,0,1997-02-17,32.1428571428571,39,0,0,0.0334,0.12,0.24
"1309",13142,1,2.85714285714286,1.04982212449868,32.72,8.78,1997-02-17,32.1428571428571,39,0,0,0.02394,0.235,0.465
"1310",13150,1,0.714285714285714,-0.336472236621213,28.93,14.96,1997-02-17,32.1428571428571,39,0,0,0.01397,0.19,0.28
"1311",13158,0,0,0,40.09,0,1997-02-17,32.1428571428571,39,0,0,0.04009,0.215,0.105
"1312",13168,3,11.8571428571429,3.21665762303636,110.83,88.06,1997-02-17,32.1428571428571,39,3,39.47,0.02277,0.81,1.045
"1313",13177,1,2.71428571428571,0.998528830111127,26.56,14.79,1997-02-26,30.8571428571429,39,1,11.49,0.01177,0.325,0.405
"1314",13182,2,18.7142857142857,4.44624622740818,102.02,72.04,1997-02-17,32.1428571428571,39,2,86.44,0.02998,1.245,1.08
"1315",13188,0,0,0,26.56,0,1997-02-17,32.1428571428571,39,0,0,0.02656,0.155,0.225
"1316",13202,0,0,0,13.97,0,1997-02-17,32.1428571428571,39,0,0,0.01397,0.21,0.22
"1317",13220,0,0,0,89.74,0,1997-02-17,32.1428571428571,39,0,0,0.08974,0.245,0.12
"1318",13224,2,2.42857142857143,-0.490622916448471,124.54,107.84,1997-02-17,32.1428571428571,39,0,0,0.0167,0.21,0.235
"1319",13234,1,7.28571428571429,1.98591548366901,37.98,18.99,1997-02-17,32.1428571428571,39,0,0,0.01899,0.58,0.425
"1320",13242,1,15.8571428571429,2.76362005225702,58.2,29.73,1997-02-17,32.1428571428571,39,0,0,0.02847,0.705,0.83
"1321",13243,0,0,0,13.97,0,1997-02-17,32.1428571428571,39,1,16.49,0.01397,0.175,0.155
"1322",13257,0,0,0,14.79,0,1997-02-17,32.1428571428571,39,0,0,0.01479,0.175,0.12
"1323",13280,1,20.8571428571429,3.03769647265302,39.71,27.94,1997-03-07,29.5714285714286,39,0,0,0.01177,1.025,0.93
"1324",13284,0,0,0,11.77,0,1997-02-17,32.1428571428571,39,0,0,0.01177,0.22,0.155
"1325",13304,0,0,0,140.93,0,1997-02-18,32,39,0,0,0.14093,0.215,0.215
"1326",13314,2,21.5714285714286,4.67187472695703,121.44,68.47,1997-02-18,32,39,0,0,0.05297,1.345,1.51
"1327",13322,0,0,0,15.96,0,1997-02-17,32.1428571428571,39,0,0,0.01596,0.15,0.145
"1328",13330,3,1.42857142857143,-2.94735868926977,108.84,49.89,1997-02-17,32.1428571428571,39,0,0,0.05895,0.165,0.025
"1329",13339,2,8.28571428571429,2.74149813516975,43.29,27.93,1997-02-17,32.1428571428571,39,0,0,0.01536,0.43,0.525
"1330",13343,0,0,0,44.69,0,1997-02-17,32.1428571428571,39,0,0,0.04469,0.17,0.17
"1331",13350,3,19.1428571428571,3.42140008897967,69.91,42.92,1997-02-17,32.1428571428571,39,0,0,0.02699,1.83,1.715
"1332",13357,0,0,0,31.72,0,1997-02-17,32.1428571428571,39,0,0,0.03172,0.215,0.23
"1333",13372,0,0,0,15.96,0,1997-02-17,32.1428571428571,39,1,50.73,0.01596,0.205,0.14
"1334",13375,1,6.28571428571429,1.83827948486295,86.34,25.37,1997-02-17,32.1428571428571,39,0,0,0.06097,0.385,0.595
"1335",13386,4,24.7142857142857,2.99448201292019,324.48,274.51,1997-02-17,32.1428571428571,39,12,650.68,0.04997,2.75,2.885
"1336",13391,0,0,0,14.79,0,1997-02-17,32.1428571428571,39,0,0,0.01479,0.155,0.175
"1337",13403,6,30.7142857142857,9.02554480595432,155.02,118.91,1997-02-17,32.1428571428571,39,15,487.99,0.03611,4.26,4.48
"1338",13408,0,0,0,0,0,1997-02-17,32.1428571428571,39,0,0,0,0.16,0.14
"1339",13413,1,5.85714285714286,1.76766191764899,33.44,17.54,1997-02-17,32.1428571428571,39,0,0,0.0159,0.375,0.365
"1340",13417,1,30.1428571428571,3.40594798442075,103.07,28.48,1997-02-17,32.1428571428571,39,1,46.46,0.07459,0.995,1.12
"1341",13425,4,27.7142857142857,6.73171466375069,137.71,113.94,1997-02-17,32.1428571428571,39,3,228.89,0.02377,2.855,3.005
"1342",13427,0,0,0,31.53,0,1997-02-17,32.1428571428571,39,2,29.48,0.03153,0.215,0.26
"1343",13435,2,27.1428571428571,1.34992671694901,69.03,41.9,1997-02-17,32.1428571428571,39,4,132.9,0.02713,1.33,1.29
"1344",13444,0,0,0,145.74,0,1997-02-17,32.1428571428571,39,0,0,0.14574,0.11,0.125
"1345",13454,0,0,0,28.93,0,1997-02-20,31.7142857142857,39,0,0,0.02893,0.25,0.155
"1346",13458,4,31.5714285714286,7.49839501286666,148.12,125.13,1997-02-17,32.1428571428571,39,0,0,0.02299,3.065,3.17
"1347",13476,0,0,0,16.76,0,1997-02-18,32,39,0,0,0.01676,0.135,0.21
"1348",13480,1,29.7142857142857,3.391627930646,64.91,36.97,1997-02-18,32,39,0,0,0.02794,1.225,0.99
"1349",13488,0,0,0,106.18,0,1997-02-18,32,39,0,0,0.10618,0.175,0.17
"1350",13489,1,18,2.89037175789616,31.32,16.36,1997-02-18,32,39,0,0,0.01496,0.915,0.66
"1351",13504,2,8,2.75196943503705,390.35,346.07,1997-02-18,32,39,0,0,0.04428,0.56,0.48
"1352",13508,0,0,0,126.37,0,1997-02-18,32,39,0,0,0.12637,0.165,0.185
"1353",13526,0,0,0,50.97,0,1997-02-18,32,39,0,0,0.05097,0.125,0.16
"1354",13535,1,10.1428571428571,2.316769727986,28.76,14.79,1997-02-18,32,39,1,12.72,0.01397,0.555,0.64
"1355",13547,0,0,0,20.55,0,1997-02-18,32,39,0,0,0.02055,0.215,0.29
"1356",13559,0,0,0,41.9,0,1997-02-18,32,39,0,0,0.0419,0.155,0.18
"1357",13567,2,11.8571428571429,3.44771739729705,108.56,53.49,1997-02-18,32,39,2,70.95,0.05507,0.525,1.065
"1358",13571,1,9.14285714285714,2.21297293430436,89.17,26.73,1997-02-18,32,39,0,0,0.06244,0.46,0.5
"1359",13580,0,0,0,36.73,0,1997-02-18,32,39,0,0,0.03673,0.155,0.14
"1360",13598,0,0,0,32.72,0,1997-02-18,32,39,0,0,0.03272,0.195,0.155
"1361",13614,3,6.28571428571429,1.58881862523136,85.79,58.51,1997-02-18,32,39,0,0,0.02728,0.33,0.315
"1362",13616,0,0,0,29.98,0,1997-02-18,32,39,0,0,0.02998,0.215,0.195
"1363",13617,0,0,0,19.56,0,1997-03-17,28.1428571428571,39,0,0,0.01956,0.18,0.205
"1364",13629,0,0,0,13.97,0,1997-02-18,32,39,0,0,0.01397,0.145,0.205
"1365",13648,0,0,0,29.27,0,1997-02-18,32,39,0,0,0.02927,0.16,0.145
"1366",13663,0,0,0,86.11,0,1997-02-18,32,39,0,0,0.08611,0.175,0.18
"1367",13679,0,0,0,29.98,0,1997-02-18,32,39,0,0,0.02998,0.225,0.13
"1368",13698,0,0,0,35.77,0,1997-02-18,32,39,0,0,0.03577,0.145,0.185
"1369",13701,1,19,2.94443897916644,38.53,11.97,1997-02-18,32,39,1,22.98,0.02656,0.695,0.78
"1370",13709,1,29.2857142857143,3.3770998300831,48.47,23.49,1997-02-18,32,39,4,78.93,0.02498,1.12,0.96
"1371",13710,3,23.7142857142857,5.51854120775891,174.28,137.74,1997-02-18,32,39,3,84.6,0.03654,1.93,2.035
"1372",13719,2,27.1428571428571,5.21549017354601,121.04,66.27,1997-02-18,32,39,2,47.46,0.05477,1.49,1.88
"1373",13726,0,0,0,24.99,0,1997-02-18,32,39,0,0,0.02499,0.175,0.12
"1374",13736,2,26.2857142857143,3.81479261585357,154.16,108.08,1997-02-24,31.1428571428571,39,1,88.14,0.04608,1.395,1.685
"1375",13739,0,0,0,11.77,0,1997-02-18,32,39,0,0,0.01177,0.105,0.17
"1376",13751,0,0,0,5.78,0,1997-02-18,32,39,0,0,0.00578,0.215,0.13
"1377",13764,1,4.57142857142857,1.51982575374441,30.6,15.3,1997-02-18,32,39,0,0,0.0153,0.36,0.385
"1378",13771,0,0,0,15.36,0,1997-02-19,31.8571428571429,39,0,0,0.01536,0.18,0.205
"1379",13786,4,29.1428571428571,7.26860110452535,103.22,83.23,1997-02-19,31.8571428571429,39,1,38.97,0.01999,3.15,2.92
"1380",13794,0,0,0,29.58,0,1997-02-19,31.8571428571429,39,0,0,0.02958,0.155,0.235
"1381",13802,1,1.57142857142857,0.451985123743057,55.88,44.11,1997-02-19,31.8571428571429,39,0,0,0.01177,0.195,0.31
"1382",13811,3,3.28571428571429,-1.18377009700842,75.84,61.87,1997-02-19,31.8571428571429,39,0,0,0.01397,0.195,0.265
"1383",13813,0,0,0,42.49,0,1997-02-24,31.1428571428571,39,0,0,0.04249,0.14,0.16
"1384",13829,0,0,0,11.77,0,1997-02-19,31.8571428571429,39,0,0,0.01177,0.08,0.17
"1385",13844,0,0,0,19.99,0,1997-02-19,31.8571428571429,39,0,0,0.01999,0.14,0.25
"1386",13857,0,0,0,29.73,0,1997-02-19,31.8571428571429,39,2,121.42,0.02973,0.18,0.19
"1387",13869,0,0,0,26.14,0,1997-02-19,31.8571428571429,39,0,0,0.02614,0.155,0.2
"1388",13883,0,0,0,12.79,0,1997-02-19,31.8571428571429,39,0,0,0.01279,0.155,0.19
"1389",13898,0,0,0,13.97,0,1997-02-19,31.8571428571429,39,0,0,0.01397,0.195,0.21
"1390",13901,3,30.7142857142857,1.44089849515474,89.69,55.97,1997-02-19,31.8571428571429,39,4,122.49,0.03372,2.495,2.09
"1391",13902,1,23.7142857142857,3.16607763930123,86.41,71.62,1997-02-19,31.8571428571429,39,2,136.9,0.01479,0.845,0.78
"1392",13917,0,0,0,20.97,0,1997-02-19,31.8571428571429,39,0,0,0.02097,0.215,0.19
"1393",13924,1,1,0,43.85,14.37,1997-02-19,31.8571428571429,39,0,0,0.02948,0.17,0.225
"1394",13938,1,30.5714285714286,3.42006586596654,91.75,41.47,1997-02-19,31.8571428571429,39,3,90.72,0.05028,1.2,0.91
"1395",13939,2,11.1428571428571,1.52428010409379,83.34,51.35,1997-02-19,31.8571428571429,39,0,0,0.03199,0.78,0.695
"1396",13941,0,0,0,13.97,0,1997-02-19,31.8571428571429,39,1,39.97,0.01397,0.16,0.195
"1397",13954,2,24.2857142857143,4.99348221487001,71.24,59.47,1997-02-19,31.8571428571429,39,3,58.95,0.01177,1.54,1.345
"1398",13959,0,0,0,33.51,0,1997-02-19,31.8571428571429,39,2,219.84,0.03351,0.18,0.165
"1399",13970,0,0,0,65.04,0,1997-02-26,30.8571428571429,39,0,0,0.06504,0.185,0.19
"1400",13978,0,0,0,15.36,0,1997-02-19,31.8571428571429,39,1,11.49,0.01536,0.115,0.215
"1401",13995,0,0,0,26,0,1997-02-19,31.8571428571429,39,0,0,0.026,0.135,0.13
"1402",14006,3,25.7142857142857,6.23207564001052,132.07,104.34,1997-02-19,31.8571428571429,39,4,112.41,0.02773,2.025,1.785
"1403",14013,0,0,0,14.79,0,1997-02-19,31.8571428571429,39,0,0,0.01479,0.165,0.125
"1404",14021,1,30.5714285714286,3.42006586596654,24.76,12.99,1997-02-19,31.8571428571429,39,0,0,0.01177,1.08,0.93
"1405",14029,0,0,0,37.97,0,1997-02-19,31.8571428571429,39,0,0,0.03797,0.135,0.205
"1406",14045,1,19.2857142857143,2.95936462938312,26.14,11.77,1997-02-19,31.8571428571429,39,0,0,0.01437,0.78,0.795
"1407",14050,0,0,0,14.37,0,1997-02-19,31.8571428571429,39,0,0,0.01437,0.165,0.195
"1408",14056,1,3,1.09861228866811,41.98,20.99,1997-02-27,30.7142857142857,39,0,0,0.02099,0.315,0.305
"1409",14066,0,0,0,13.97,0,1997-02-20,31.7142857142857,39,0,0,0.01397,0.155,0.155
"1410",14069,4,8.42857142857143,2.14258644328436,225.68,213.19,1997-02-20,31.7142857142857,39,1,42.36,0.01249,0.315,0.395
"1411",14088,0,0,0,15.96,0,1997-02-20,31.7142857142857,39,0,0,0.01596,0.18,0.14
"1412",14092,2,23.4285714285714,4.88280192258637,47.88,37.91,1997-02-20,31.7142857142857,39,0,0,0.00997,1.575,1.405
"1413",14093,1,1,0,43.3,21.74,1997-02-21,31.5714285714286,39,0,0,0.02156,0.145,0.21
"1414",14111,0,0,0,16.7,0,1997-02-20,31.7142857142857,39,0,0,0.0167,0.205,0.21
"1415",14112,5,26,6.2068971218518,161.22,118.91,1997-02-20,31.7142857142857,39,7,270.79,0.04231,3.325,3.49
"1416",14131,0,0,0,15.36,0,1997-02-20,31.7142857142857,39,0,0,0.01536,0.11,0.155
"1417",14148,0,0,0,27.71,0,1997-02-20,31.7142857142857,39,0,0,0.02771,0.215,0.185
"1418",14162,1,5.28571428571429,1.66500776358891,56.28,27.94,1997-02-20,31.7142857142857,39,0,0,0.02834,0.44,0.285
"1419",14168,0,0,0,13.97,0,1997-02-20,31.7142857142857,39,0,0,0.01397,0.16,0.21
"1420",14187,0,0,0,27.99,0,1997-02-20,31.7142857142857,39,0,0,0.02799,0.13,0.3
"1421",14206,1,23,3.13549421592915,20.68,5.78,1997-02-20,31.7142857142857,39,0,0,0.0149,1.015,0.885
"1422",14208,2,12.2857142857143,3.61696687252365,289.35,187.59,1997-02-24,31.1428571428571,39,5,378.27,0.10176,1.13,0.815
"1423",14211,0,0,0,33.8,0,1997-02-20,31.7142857142857,39,0,0,0.0338,0.165,0.2
"1424",14222,0,0,0,81.96,0,1997-02-20,31.7142857142857,39,0,0,0.08196,0.16,0.225
"1425",14223,2,11.7142857142857,2.06142303617716,84.32,68.42,1997-02-20,31.7142857142857,39,1,9.49,0.0159,0.635,0.675
"1426",14243,0,0,0,12.99,0,1997-02-20,31.7142857142857,39,1,15.49,0.01299,0.155,0.23
